"","Channel 1 Ave. (C)"
"01:01:43","21.671"
"01:01:44","21.670"
"01:01:45","21.668"
"01:01:46","21.675"
"01:01:47","21.672"
"01:01:48","21.677"
"01:01:49","21.674"
"01:01:50","21.668"
"01:01:51","21.677"
"01:01:52","21.676"
"01:01:53","21.674"
"01:01:54","21.679"
"01:01:55","21.677"
"01:01:56","21.676"
"01:01:57","21.678"
"01:01:58","21.672"
"01:01:59","21.678"
"01:02:00","21.680"
"01:02:01","21.672"
"01:02:02","21.669"
"01:02:03","21.676"
"01:02:04","21.678"
"01:02:05","21.671"
"01:02:06","21.678"
"01:02:07","21.676"
"01:02:08","21.676"
"01:02:09","21.676"
"01:02:10","21.671"
"01:02:11","21.682"
"01:02:12","21.686"
"01:02:13","21.684"
"01:02:14","21.684"
"01:02:15","21.686"
"01:02:16","21.686"
"01:02:17","21.686"
"01:02:18","21.677"
"01:02:19","21.682"
"01:02:20","21.686"
"01:02:21","21.682"
"01:02:22","21.675"
"01:02:23","21.673"
"01:02:24","21.672"
"01:02:25","21.668"
"01:02:26","21.664"
"01:02:27","21.666"
"01:02:28","21.672"
"01:02:29","21.670"
"01:02:30","21.668"
"01:02:31","21.670"
"01:02:32","21.672"
"01:02:33","21.687"
"01:02:34","21.676"
"01:02:35","21.674"
"01:02:36","21.676"
"01:02:37","21.672"
"01:02:38","21.676"
"01:02:39","21.671"
"01:02:40","21.673"
"01:02:41","21.676"
"01:02:42","21.673"
"01:02:43","21.671"
"01:02:44","21.666"
"01:02:45","21.677"
"01:02:46","21.669"
"01:02:47","21.677"
"01:02:48","21.670"
"01:02:49","21.670"
"01:02:50","21.677"
"01:02:51","21.668"
"01:02:52","21.672"
"01:02:53","21.664"
"01:02:54","21.673"
"01:02:55","21.675"
"01:02:56","21.675"
"01:02:57","21.674"
"01:02:58","21.677"
"01:02:59","21.668"
"01:03:00","21.668"
"01:03:01","21.679"
"01:03:02","21.668"
"01:03:03","21.669"
"01:03:04","21.672"
"01:03:05","21.669"
"01:03:06","21.663"
"01:03:07","21.669"
"01:03:08","21.663"
"01:03:09","21.663"
"01:03:10","21.680"
"01:03:11","21.680"
"01:03:12","21.673"
"01:03:13","21.677"
"01:03:14","21.675"
"01:03:15","21.675"
"01:03:16","21.675"
"01:03:17","21.673"
"01:03:18","21.677"
"01:03:19","21.677"
"01:03:20","21.677"
"01:03:21","21.677"
"01:03:22","21.679"
"01:03:23","21.686"
"01:03:24","21.692"
"01:03:25","21.685"
"01:03:26","21.696"
"01:03:27","21.692"
"01:03:28","21.698"
"01:03:29","21.696"
"01:03:30","21.696"
"01:03:31","21.694"
"01:03:32","21.700"
"01:03:33","21.689"
"01:03:34","21.689"
"01:03:35","21.683"
"01:03:36","21.687"
"01:03:37","21.685"
"01:03:38","21.689"
"01:03:39","21.684"
"01:03:40","21.689"
"01:03:41","21.689"
"01:03:42","21.686"
"01:03:43","21.689"
"01:03:44","21.695"
"01:03:45","21.689"
"01:03:46","21.684"
"01:03:47","21.682"
"01:03:48","21.690"
"01:03:49","21.680"
"01:03:50","21.682"
"01:03:51","21.686"
"01:03:52","21.681"
"01:03:53","21.681"
"01:03:54","21.677"
"01:03:55","21.683"
"01:03:56","21.685"
"01:03:57","21.677"
"01:03:58","21.681"
"01:03:59","21.674"
"01:04:00","21.677"
"01:04:01","21.679"
"01:04:02","21.679"
"01:04:03","21.685"
"01:04:04","21.685"
"01:04:05","21.680"
"01:04:06","21.687"
"01:04:07","21.674"
"01:04:08","21.678"
"01:04:09","21.680"
"01:04:10","21.671"
"01:04:11","21.675"
"01:04:12","21.673"
"01:04:13","21.682"
"01:04:14","21.682"
"01:04:15","21.679"
"01:04:16","21.669"
"01:04:17","21.677"
"01:04:18","21.668"
"01:04:19","21.671"
"01:04:20","21.681"
"01:04:21","21.672"
"01:04:22","21.673"
"01:04:23","21.672"
"01:04:24","21.674"
"01:04:25","21.670"
"01:04:26","21.674"
"01:04:27","21.685"
"01:04:28","21.679"
"01:04:29","21.678"
"01:04:30","21.683"
"01:04:31","21.681"
"01:04:32","21.680"
"01:04:33","21.682"
"01:04:34","21.680"
"01:04:35","21.669"
"01:04:36","21.672"
"01:04:37","21.676"
"01:04:38","21.672"
"01:04:39","21.667"
"01:04:40","21.665"
"01:04:41","21.678"
"01:04:42","21.678"
"01:04:43","21.671"
"01:04:44","21.669"
"01:04:45","21.675"
"01:04:46","21.673"
"01:04:47","21.675"
"01:04:48","21.669"
"01:04:49","21.671"
"01:04:50","21.671"
"01:04:51","21.673"
"01:04:52","21.679"
"01:04:53","21.684"
"01:04:54","21.690"
"01:04:55","21.684"
"01:04:56","21.688"
"01:04:57","21.690"
"01:04:58","21.681"
"01:04:59","21.685"
"01:05:00","21.686"
"01:05:01","21.692"
"01:05:02","21.685"
"01:05:03","21.679"
"01:05:04","21.683"
"01:05:05","21.690"
"01:05:06","21.687"
"01:05:07","21.685"
"01:05:08","21.691"
"01:05:09","21.683"
"01:05:10","21.685"
"01:05:11","21.694"
"01:05:12","21.689"
"01:05:13","21.687"
"01:05:14","21.687"
"01:05:15","21.685"
"01:05:16","21.693"
"01:05:17","21.687"
"01:05:18","21.687"
"01:05:19","21.700"
"01:05:20","21.689"
"01:05:21","21.684"
"01:05:22","21.699"
"01:05:23","21.697"
"01:05:24","21.690"
"01:05:25","21.686"
"01:05:26","21.697"
"01:05:27","21.686"
"01:05:28","21.690"
"01:05:29","21.692"
"01:05:30","21.686"
"01:05:31","21.690"
"01:05:32","21.697"
"01:05:33","21.692"
"01:05:34","21.692"
"01:05:35","21.688"
"01:05:36","21.690"
"01:05:37","21.684"
"01:05:38","21.686"
"01:05:39","21.683"
"01:05:40","21.684"
"01:05:41","21.690"
"01:05:42","21.690"
"01:05:43","21.694"
"01:05:44","21.685"
"01:05:45","21.690"
"01:05:46","21.686"
"01:05:47","21.688"
"01:05:48","21.697"
"01:05:49","21.677"
"01:05:50","21.683"
"01:05:51","21.683"
"01:05:52","21.681"
"01:05:53","21.683"
"01:05:54","21.683"
"01:05:55","21.685"
"01:05:56","21.687"
"01:05:57","21.685"
"01:05:58","21.683"
"01:05:59","21.688"
"01:06:00","21.694"
"01:06:01","21.687"
"01:06:02","21.685"
"01:06:03","21.681"
"01:06:04","21.688"
"01:06:05","21.685"
"01:06:06","21.681"
"01:06:07","21.679"
"01:06:08","21.685"
"01:06:09","21.696"
"01:06:10","21.690"
"01:06:11","21.690"
"01:06:12","21.689"
"01:06:13","21.687"
"01:06:14","21.690"
"01:06:15","21.696"
"01:06:16","21.701"
"01:06:17","21.700"
"01:06:18","21.694"
"01:06:19","21.696"
"01:06:20","21.694"
"01:06:21","21.687"
"01:06:22","21.692"
"01:06:23","21.692"
"01:06:24","21.690"
"01:06:25","21.692"
"01:06:26","21.692"
"01:06:27","21.692"
"01:06:28","21.694"
"01:06:29","21.696"
"01:06:30","21.692"
"01:06:31","21.692"
"01:06:32","21.694"
"01:06:33","21.699"
"01:06:34","21.699"
"01:06:35","21.703"
"01:06:36","21.701"
"01:06:37","21.692"
"01:06:38","21.690"
"01:06:39","21.696"
"01:06:40","21.690"
"01:06:41","21.688"
"01:06:42","21.688"
"01:06:43","21.694"
"01:06:44","21.694"
"01:06:45","21.703"
"01:06:46","21.701"
"01:06:47","21.703"
"01:06:48","21.699"
"01:06:49","21.699"
"01:06:50","21.701"
"01:06:51","21.709"
"01:06:52","21.710"
"01:06:53","21.705"
"01:06:54","21.699"
"01:06:55","21.697"
"01:06:56","21.697"
"01:06:57","21.699"
"01:06:58","21.697"
"01:06:59","21.705"
"01:07:00","21.695"
"01:07:01","21.694"
"01:07:02","21.697"
"01:07:03","21.703"
"01:07:04","21.697"
"01:07:05","21.699"
"01:07:06","21.699"
"01:07:07","21.699"
"01:07:08","21.701"
"01:07:09","21.699"
"01:07:10","21.699"
"01:07:11","21.706"
"01:07:12","21.702"
"01:07:13","21.710"
"01:07:14","21.706"
"01:07:15","21.704"
"01:07:16","21.708"
"01:07:17","21.708"
"01:07:18","21.710"
"01:07:19","21.706"
"01:07:20","21.704"
"01:07:21","21.709"
"01:07:22","21.708"
"01:07:23","21.707"
"01:07:24","21.709"
"01:07:25","21.707"
"01:07:26","21.711"
"01:07:27","21.709"
"01:07:28","21.709"
"01:07:29","21.713"
"01:07:30","21.713"
"01:07:31","21.711"
"01:07:32","21.713"
"01:07:33","21.700"
"01:07:34","21.707"
"01:07:35","21.698"
"01:07:36","21.704"
"01:07:37","21.705"
"01:07:38","21.709"
"01:07:39","21.714"
"01:07:40","21.711"
"01:07:41","21.709"
"01:07:42","21.705"
"01:07:43","21.711"
"01:07:44","21.714"
"01:07:45","21.712"
"01:07:46","21.722"
"01:07:47","21.714"
"01:07:48","21.714"
"01:07:49","21.714"
"01:07:50","21.705"
"01:07:51","21.720"
"01:07:52","21.712"
"01:07:53","21.705"
"01:07:54","21.710"
"01:07:55","21.716"
"01:07:56","21.714"
"01:07:57","21.714"
"01:07:58","21.708"
"01:07:59","21.708"
"01:08:00","21.710"
"01:08:01","21.714"
"01:08:02","21.703"
"01:08:03","21.706"
"01:08:04","21.710"
"01:08:05","21.717"
"01:08:06","21.712"
"01:08:07","21.717"
"01:08:08","21.710"
"01:08:09","21.712"
"01:08:10","21.717"
"01:08:11","21.710"
"01:08:12","21.715"
"01:08:13","21.715"
"01:08:14","21.719"
"01:08:15","21.726"
"01:08:16","21.724"
"01:08:17","21.719"
"01:08:18","21.724"
"01:08:19","21.724"
"01:08:20","21.724"
"01:08:21","21.720"
"01:08:22","21.722"
"01:08:23","21.720"
"01:08:24","21.722"
"01:08:25","21.711"
"01:08:26","21.722"
"01:08:27","21.728"
"01:08:28","21.735"
"01:08:29","21.724"
"01:08:30","21.722"
"01:08:31","21.722"
"01:08:32","21.726"
"01:08:33","21.722"
"01:08:34","21.718"
"01:08:35","21.716"
"01:08:36","21.722"
"01:08:37","21.726"
"01:08:38","21.718"
"01:08:39","21.720"
"01:08:40","21.720"
"01:08:41","21.725"
"01:08:42","21.725"
"01:08:43","21.710"
"01:08:44","21.716"
"01:08:45","21.716"
"01:08:46","21.711"
"01:08:47","21.722"
"01:08:48","21.721"
"01:08:49","21.718"
"01:08:50","21.720"
"01:08:51","21.723"
"01:08:52","21.719"
"01:08:53","21.725"
"01:08:54","21.728"
"01:08:55","21.723"
"01:08:56","21.714"
"01:08:57","21.719"
"01:08:58","21.717"
"01:08:59","21.717"
"01:09:00","21.719"
"01:09:01","21.715"
"01:09:02","21.721"
"01:09:03","21.730"
"01:09:04","21.728"
"01:09:05","21.728"
"01:09:06","21.728"
"01:09:07","21.726"
"01:09:08","21.723"
"01:09:09","21.719"
"01:09:10","21.713"
"01:09:11","21.719"
"01:09:12","21.719"
"01:09:13","21.722"
"01:09:14","21.721"
"01:09:15","21.722"
"01:09:16","21.719"
"01:09:17","21.726"
"01:09:18","21.724"
"01:09:19","21.720"
"01:09:20","21.718"
"01:09:21","21.718"
"01:09:22","21.711"
"01:09:23","21.722"
"01:09:24","21.722"
"01:09:25","21.716"
"01:09:26","21.718"
"01:09:27","21.718"
"01:09:28","21.722"
"01:09:29","21.720"
"01:09:30","21.722"
"01:09:31","21.718"
"01:09:32","21.723"
"01:09:33","21.718"
"01:09:34","21.719"
"01:09:35","21.723"
"01:09:36","21.723"
"01:09:37","21.727"
"01:09:38","21.723"
"01:09:39","21.717"
"01:09:40","21.730"
"01:09:41","21.737"
"01:09:42","21.728"
"01:09:43","21.724"
"01:09:44","21.730"
"01:09:45","21.735"
"01:09:46","21.741"
"01:09:47","21.733"
"01:09:48","21.731"
"01:09:49","21.726"
"01:09:50","21.720"
"01:09:51","21.724"
"01:09:52","21.718"
"01:09:53","21.726"
"01:09:54","21.727"
"01:09:55","21.735"
"01:09:56","21.724"
"01:09:57","21.727"
"01:09:58","21.727"
"01:09:59","21.731"
"01:10:00","21.729"
"01:10:01","21.732"
"01:10:02","21.729"
"01:10:03","21.732"
"01:10:04","21.725"
"01:10:05","21.723"
"01:10:06","21.727"
"01:10:07","21.729"
"01:10:08","21.728"
"01:10:09","21.725"
"01:10:10","21.736"
"01:10:11","21.732"
"01:10:12","21.726"
"01:10:13","21.735"
"01:10:14","21.732"
"01:10:15","21.724"
"01:10:16","21.719"
"01:10:17","21.726"
"01:10:18","21.720"
"01:10:19","21.719"
"01:10:20","21.726"
"01:10:21","21.719"
"01:10:22","21.730"
"01:10:23","21.731"
"01:10:24","21.722"
"01:10:25","21.724"
"01:10:26","21.724"
"01:10:27","21.724"
"01:10:28","21.731"
"01:10:29","21.722"
"01:10:30","21.733"
"01:10:31","21.724"
"01:10:32","21.723"
"01:10:33","21.723"
"01:10:34","21.731"
"01:10:35","21.732"
"01:10:36","21.731"
"01:10:37","21.729"
"01:10:38","21.732"
"01:10:39","21.736"
"01:10:40","21.728"
"01:10:41","21.721"
"01:10:42","21.725"
"01:10:43","21.723"
"01:10:44","21.732"
"01:10:45","21.728"
"01:10:46","21.715"
"01:10:47","21.728"
"01:10:48","21.743"
"01:10:49","21.733"
"01:10:50","21.739"
"01:10:51","21.728"
"01:10:52","21.731"
"01:10:53","21.737"
"01:10:54","21.731"
"01:10:55","21.731"
"01:10:56","21.729"
"01:10:57","21.729"
"01:10:58","21.727"
"01:10:59","21.729"
"01:11:00","21.735"
"01:11:01","21.738"
"01:11:02","21.733"
"01:11:03","21.738"
"01:11:04","21.736"
"01:11:05","21.743"
"01:11:06","21.740"
"01:11:07","21.741"
"01:11:08","21.740"
"01:11:09","21.729"
"01:11:10","21.732"
"01:11:11","21.728"
"01:11:12","21.728"
"01:11:13","21.730"
"01:11:14","21.732"
"01:11:15","21.741"
"01:11:16","21.735"
"01:11:17","21.737"
"01:11:18","21.737"
"01:11:19","21.745"
"01:11:20","21.737"
"01:11:21","21.744"
"01:11:22","21.746"
"01:11:23","21.748"
"01:11:24","21.748"
"01:11:25","21.744"
"01:11:26","21.753"
"01:11:27","21.744"
"01:11:28","21.749"
"01:11:29","21.744"
"01:11:30","21.747"
"01:11:31","21.746"
"01:11:32","21.747"
"01:11:33","21.749"
"01:11:34","21.743"
"01:11:35","21.738"
"01:11:36","21.738"
"01:11:37","21.740"
"01:11:38","21.734"
"01:11:39","21.738"
"01:11:40","21.743"
"01:11:41","21.747"
"01:11:42","21.741"
"01:11:43","21.734"
"01:11:44","21.743"
"01:11:45","21.748"
"01:11:46","21.739"
"01:11:47","21.746"
"01:11:48","21.746"
"01:11:49","21.737"
"01:11:50","21.741"
"01:11:51","21.739"
"01:11:52","21.733"
"01:11:53","21.737"
"01:11:54","21.739"
"01:11:55","21.729"
"01:11:56","21.740"
"01:11:57","21.738"
"01:11:58","21.729"
"01:11:59","21.740"
"01:12:00","21.736"
"01:12:01","21.742"
"01:12:02","21.738"
"01:12:03","21.738"
"01:12:04","21.742"
"01:12:05","21.740"
"01:12:06","21.747"
"01:12:07","21.751"
"01:12:08","21.741"
"01:12:09","21.741"
"01:12:10","21.739"
"01:12:11","21.743"
"01:12:12","21.745"
"01:12:13","21.743"
"01:12:14","21.741"
"01:12:15","21.737"
"01:12:16","21.743"
"01:12:17","21.748"
"01:12:18","21.750"
"01:12:19","21.755"
"01:12:20","21.752"
"01:12:21","21.751"
"01:12:22","21.750"
"01:12:23","21.742"
"01:12:24","21.742"
"01:12:25","21.742"
"01:12:26","21.738"
"01:12:27","21.738"
"01:12:28","21.749"
"01:12:29","21.747"
"01:12:30","21.738"
"01:12:31","21.745"
"01:12:32","21.745"
"01:12:33","21.758"
"01:12:34","21.749"
"01:12:35","21.753"
"01:12:36","21.747"
"01:12:37","21.749"
"01:12:38","21.752"
"01:12:39","21.743"
"01:12:40","21.741"
"01:12:41","21.749"
"01:12:42","21.745"
"01:12:43","21.745"
"01:12:44","21.743"
"01:12:45","21.752"
"01:12:46","21.750"
"01:12:47","21.756"
"01:12:48","21.757"
"01:12:49","21.754"
"01:12:50","21.754"
"01:12:51","21.750"
"01:12:52","21.753"
"01:12:53","21.753"
"01:12:54","21.748"
"01:12:55","21.757"
"01:12:56","21.753"
"01:12:57","21.753"
"01:12:58","21.750"
"01:12:59","21.748"
"01:13:00","21.748"
"01:13:01","21.751"
"01:13:02","21.746"
"01:13:03","21.747"
"01:13:04","21.747"
"01:13:05","21.755"
"01:13:06","21.751"
"01:13:07","21.749"
"01:13:08","21.753"
"01:13:09","21.743"
"01:13:10","21.745"
"01:13:11","21.756"
"01:13:12","21.750"
"01:13:13","21.758"
"01:13:14","21.747"
"01:13:15","21.748"
"01:13:16","21.748"
"01:13:17","21.754"
"01:13:18","21.746"
"01:13:19","21.750"
"01:13:20","21.744"
"01:13:21","21.754"
"01:13:22","21.755"
"01:13:23","21.759"
"01:13:24","21.750"
"01:13:25","21.753"
"01:13:26","21.746"
"01:13:27","21.751"
"01:13:28","21.751"
"01:13:29","21.755"
"01:13:30","21.749"
"01:13:31","21.746"
"01:13:32","21.748"
"01:13:33","21.747"
"01:13:34","21.749"
"01:13:35","21.746"
"01:13:36","21.755"
"01:13:37","21.753"
"01:13:38","21.758"
"01:13:39","21.753"
"01:13:40","21.751"
"01:13:41","21.747"
"01:13:42","21.754"
"01:13:43","21.749"
"01:13:44","21.753"
"01:13:45","21.743"
"01:13:46","21.752"
"01:13:47","21.741"
"01:13:48","21.743"
"01:13:49","21.743"
"01:13:50","21.750"
"01:13:51","21.736"
"01:13:52","21.743"
"01:13:53","21.756"
"01:13:54","21.747"
"01:13:55","21.752"
"01:13:56","21.750"
"01:13:57","21.754"
"01:13:58","21.747"
"01:13:59","21.750"
"01:14:00","21.763"
"01:14:01","21.752"
"01:14:02","21.758"
"01:14:03","21.754"
"01:14:04","21.752"
"01:14:05","21.750"
"01:14:06","21.750"
"01:14:07","21.746"
"01:14:08","21.754"
"01:14:09","21.745"
"01:14:10","21.746"
"01:14:11","21.748"
"01:14:12","21.755"
"01:14:13","21.743"
"01:14:14","21.748"
"01:14:15","21.742"
"01:14:16","21.750"
"01:14:17","21.755"
"01:14:18","21.751"
"01:14:19","21.753"
"01:14:20","21.744"
"01:14:21","21.742"
"01:14:22","21.738"
"01:14:23","21.742"
"01:14:24","21.738"
"01:14:25","21.740"
"01:14:26","21.746"
"01:14:27","21.749"
"01:14:28","21.736"
"01:14:29","21.744"
"01:14:30","21.751"
"01:14:31","21.753"
"01:14:32","21.744"
"01:14:33","21.744"
"01:14:34","21.742"
"01:14:35","21.744"
"01:14:36","21.742"
"01:14:37","21.747"
"01:14:38","21.753"
"01:14:39","21.753"
"01:14:40","21.749"
"01:14:41","21.749"
"01:14:42","21.756"
"01:14:43","21.754"
"01:14:44","21.745"
"01:14:45","21.738"
"01:14:46","21.747"
"01:14:47","21.736"
"01:14:48","21.741"
"01:14:49","21.741"
"01:14:50","21.740"
"01:14:51","21.734"
"01:14:52","21.736"
"01:14:53","21.739"
"01:14:54","21.738"
"01:14:55","21.739"
"01:14:56","21.739"
"01:14:57","21.741"
"01:14:58","21.732"
"01:14:59","21.745"
"01:15:00","21.737"
"01:15:01","21.741"
"01:15:02","21.744"
"01:15:03","21.739"
"01:15:04","21.748"
"01:15:05","21.741"
"01:15:06","21.737"
"01:15:07","21.748"
"01:15:08","21.746"
"01:15:09","21.748"
"01:15:10","21.740"
"01:15:11","21.742"
"01:15:12","21.742"
"01:15:13","21.740"
"01:15:14","21.748"
"01:15:15","21.746"
"01:15:16","21.746"
"01:15:17","21.742"
"01:15:18","21.751"
"01:15:19","21.742"
"01:15:20","21.745"
"01:15:21","21.753"
"01:15:22","21.762"
"01:15:23","21.758"
"01:15:24","21.762"
"01:15:25","21.754"
"01:15:26","21.756"
"01:15:27","21.748"
"01:15:28","21.747"
"01:15:29","21.747"
"01:15:30","21.756"
"01:15:31","21.763"
"01:15:32","21.755"
"01:15:33","21.759"
"01:15:34","21.752"
"01:15:35","21.759"
"01:15:36","21.755"
"01:15:37","21.753"
"01:15:38","21.758"
"01:15:39","21.760"
"01:15:40","21.747"
"01:15:41","21.760"
"01:15:42","21.753"
"01:15:43","21.760"
"01:15:44","21.756"
"01:15:45","21.760"
"01:15:46","21.765"
"01:15:47","21.756"
"01:15:48","21.760"
"01:15:49","21.762"
"01:15:50","21.774"
"01:15:51","21.771"
"01:15:52","21.763"
"01:15:53","21.756"
"01:15:54","21.765"
"01:15:55","21.759"
"01:15:56","21.768"
"01:15:57","21.770"
"01:15:58","21.765"
"01:15:59","21.763"
"01:16:00","21.763"
"01:16:01","21.766"
"01:16:02","21.768"
"01:16:03","21.770"
"01:16:04","21.764"
"01:16:05","21.766"
"01:16:06","21.764"
"01:16:07","21.770"
"01:16:08","21.768"
"01:16:09","21.764"
"01:16:10","21.773"
"01:16:11","21.767"
"01:16:12","21.771"
"01:16:13","21.756"
"01:16:14","21.758"
"01:16:15","21.756"
"01:16:16","21.765"
"01:16:17","21.758"
"01:16:18","21.754"
"01:16:19","21.761"
"01:16:20","21.758"
"01:16:21","21.758"
"01:16:22","21.752"
"01:16:23","21.750"
"01:16:24","21.754"
"01:16:25","21.763"
"01:16:26","21.763"
"01:16:27","21.757"
"01:16:28","21.761"
"01:16:29","21.761"
"01:16:30","21.759"
"01:16:31","21.755"
"01:16:32","21.753"
"01:16:33","21.760"
"01:16:34","21.755"
"01:16:35","21.760"
"01:16:36","21.755"
"01:16:37","21.758"
"01:16:38","21.754"
"01:16:39","21.758"
"01:16:40","21.752"
"01:16:41","21.762"
"01:16:42","21.754"
"01:16:43","21.752"
"01:16:44","21.750"
"01:16:45","21.754"
"01:16:46","21.755"
"01:16:47","21.755"
"01:16:48","21.763"
"01:16:49","21.757"
"01:16:50","21.750"
"01:16:51","21.746"
"01:16:52","21.744"
"01:16:53","21.738"
"01:16:54","21.747"
"01:16:55","21.764"
"01:16:56","21.753"
"01:16:57","21.751"
"01:16:58","21.754"
"01:16:59","21.758"
"01:17:00","21.756"
"01:17:01","21.756"
"01:17:02","21.769"
"01:17:03","21.761"
"01:17:04","21.761"
"01:17:05","21.754"
"01:17:06","21.761"
"01:17:07","21.761"
"01:17:08","21.764"
"01:17:09","21.744"
"01:17:10","21.742"
"01:17:11","21.740"
"01:17:12","21.760"
"01:17:13","21.758"
"01:17:14","21.755"
"01:17:15","21.755"
"01:17:16","21.753"
"01:17:17","21.753"
"01:17:18","21.752"
"01:17:19","21.756"
"01:17:20","21.761"
"01:17:21","21.754"
"01:17:22","21.752"
"01:17:23","21.754"
"01:17:24","21.757"
"01:17:25","21.757"
"01:17:26","21.757"
"01:17:27","21.746"
"01:17:28","21.746"
"01:17:29","21.752"
"01:17:30","21.763"
"01:17:31","21.762"
"01:17:32","21.757"
"01:17:33","21.757"
"01:17:34","21.760"
"01:17:35","21.762"
"01:17:36","21.755"
"01:17:37","21.756"
"01:17:38","21.762"
"01:17:39","21.760"
"01:17:40","21.765"
"01:17:41","21.752"
"01:17:42","21.758"
"01:17:43","21.756"
"01:17:44","21.748"
"01:17:45","21.752"
"01:17:46","21.757"
"01:17:47","21.752"
"01:17:48","21.759"
"01:17:49","21.766"
"01:17:50","21.770"
"01:17:51","21.772"
"01:17:52","21.761"
"01:17:53","21.768"
"01:17:54","21.766"
"01:17:55","21.770"
"01:17:56","21.768"
"01:17:57","21.764"
"01:17:58","21.764"
"01:17:59","21.764"
"01:18:00","21.762"
"01:18:01","21.758"
"01:18:02","21.754"
"01:18:03","21.760"
"01:18:04","21.754"
"01:18:05","21.754"
"01:18:06","21.754"
"01:18:07","21.759"
"01:18:08","21.761"
"01:18:09","21.754"
"01:18:10","21.754"
"01:18:11","21.759"
"01:18:12","21.750"
"01:18:13","21.753"
"01:18:14","21.759"
"01:18:15","21.748"
"01:18:16","21.751"
"01:18:17","21.755"
"01:18:18","21.759"
"01:18:19","21.762"
"01:18:20","21.755"
"01:18:21","21.760"
"01:18:22","21.760"
"01:18:23","21.760"
"01:18:24","21.765"
"01:18:25","21.765"
"01:18:26","21.767"
"01:18:27","21.758"
"01:18:28","21.756"
"01:18:29","21.747"
"01:18:30","21.761"
"01:18:31","21.754"
"01:18:32","21.761"
"01:18:33","21.757"
"01:18:34","21.761"
"01:18:35","21.755"
"01:18:36","21.763"
"01:18:37","21.764"
"01:18:38","21.759"
"01:18:39","21.748"
"01:18:40","21.755"
"01:18:41","21.749"
"01:18:42","21.753"
"01:18:43","21.749"
"01:18:44","21.749"
"01:18:45","21.749"
"01:18:46","21.756"
"01:18:47","21.753"
"01:18:48","21.764"
"01:18:49","21.752"
"01:18:50","21.756"
"01:18:51","21.758"
"01:18:52","21.749"
"01:18:53","21.750"
"01:18:54","21.741"
"01:18:55","21.739"
"01:18:56","21.735"
"01:18:57","21.743"
"01:18:58","21.741"
"01:18:59","21.752"
"01:19:00","21.755"
"01:19:01","21.753"
"01:19:02","21.750"
"01:19:03","21.746"
"01:19:04","21.757"
"01:19:05","21.755"
"01:19:06","21.749"
"01:19:07","21.747"
"01:19:08","21.742"
"01:19:09","21.747"
"01:19:10","21.755"
"01:19:11","21.753"
"01:19:12","21.756"
"01:19:13","21.749"
"01:19:14","21.747"
"01:19:15","21.752"
"01:19:16","21.749"
"01:19:17","21.749"
"01:19:18","21.749"
"01:19:19","21.754"
"01:19:20","21.745"
"01:19:21","21.743"
"01:19:22","21.737"
"01:19:23","21.757"
"01:19:24","21.763"
"01:19:25","21.765"
"01:19:26","21.753"
"01:19:27","21.752"
"01:19:28","21.762"
"01:19:29","21.757"
"01:19:30","21.751"
"01:19:31","21.751"
"01:19:32","21.753"
"01:19:33","21.755"
"01:19:34","21.768"
"01:19:35","21.758"
"01:19:36","21.762"
"01:19:37","21.745"
"01:19:38","21.758"
"01:19:39","21.747"
"01:19:40","21.749"
"01:19:41","21.758"
"01:19:42","21.752"
"01:19:43","21.747"
"01:19:44","21.761"
"01:19:45","21.758"
"01:19:46","21.761"
"01:19:47","21.756"
"01:19:48","21.763"
"01:19:49","21.763"
"01:19:50","21.766"
"01:19:51","21.764"
"01:19:52","21.762"
"01:19:53","21.760"
"01:19:54","21.766"
"01:19:55","21.759"
"01:19:56","21.755"
"01:19:57","21.756"
"01:19:58","21.762"
"01:19:59","21.760"
"01:20:00","21.758"
"01:20:01","21.762"
"01:20:02","21.749"
"01:20:03","21.760"
"01:20:04","21.760"
"01:20:05","21.759"
"01:20:06","21.763"
"01:20:07","21.761"
"01:20:08","21.765"
"01:20:09","21.757"
"01:20:10","21.757"
"01:20:11","21.752"
"01:20:12","21.759"
"01:20:13","21.766"
"01:20:14","21.768"
"01:20:15","21.766"
"01:20:16","21.777"
"01:20:17","21.777"
"01:20:18","21.779"
"01:20:19","21.778"
"01:20:20","21.778"
"01:20:21","21.775"
"01:20:22","21.782"
"01:20:23","21.772"
"01:20:24","21.769"
"01:20:25","21.765"
"01:20:26","21.769"
"01:20:27","21.768"
"01:20:28","21.778"
"01:20:29","21.774"
"01:20:30","21.761"
"01:20:31","21.766"
"01:20:32","21.766"
"01:20:33","21.762"
"01:20:34","21.770"
"01:20:35","21.770"
"01:20:36","21.777"
"01:20:37","21.771"
"01:20:38","21.760"
"01:20:39","21.773"
"01:20:40","21.764"
"01:20:41","21.764"
"01:20:42","21.771"
"01:20:43","21.773"
"01:20:44","21.758"
"01:20:45","21.763"
"01:20:46","21.765"
"01:20:47","21.767"
"01:20:48","21.765"
"01:20:49","21.761"
"01:20:50","21.772"
"01:20:51","21.776"
"01:20:52","21.775"
"01:20:53","21.779"
"01:20:54","21.783"
"01:20:55","21.771"
"01:20:56","21.764"
"01:20:57","21.768"
"01:20:58","21.768"
"01:20:59","21.771"
"01:21:00","21.765"
"01:21:01","21.780"
"01:21:02","21.780"
"01:21:03","21.776"
"01:21:04","21.776"
"01:21:05","21.781"
"01:21:06","21.776"
"01:21:07","21.779"
